"","name","window_size","extrap_step","response","target","train_policy","cluster_type","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","state_num","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"2","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"3","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"4","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"5","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"6","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"7","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"8","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"9","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"10","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"11","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"12","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"13","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"14","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"15","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"16","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"17","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"18","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"19","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"20","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"21","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"22","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"23","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
"24","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.87918783959172,45459,0.910640897478618,36012,0.423127437557464,59249,0.349810653188672,59249
